name_clean,platform_clean,year_clean,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
mercenaries 2: world in flames,x360,2008,Shooter,Electronic Arts,1.06,72.0,69.0,7.2,152.0
mercenaries: playground of destruction,ps2,2005,Action,LucasArts,0.76,,,,
mercenaries: playground of destruction,xb,2005,Action,LucasArts,0.68,,,,
mercury meltdown,psp,2006,Action,Atari,0.06,78.0,36.0,7.8,8.0
mercury meltdown revolution,wii,2007,Action,Ignition Entertainment,0.17,77.0,41.0,7.4,16.0
meru purana,ps,1996,Strategy,Gust,0.01,,,,
merv griffin's crosswords,ds,2008,Puzzle,ValuSoft,0.03,,,,
merv griffin's crosswords,wii,2008,Puzzle,THQ,0.11,,,tbd,
mesaze!! tsuri master: sekai ni challenge! hen,wii,2008,Sports,Hudson Soft,0.02,,,,
metal arms: glitch in the system,gc,2003,Shooter,Vivendi Games,0.1,83.0,30.0,9.3,19.0
metal arms: glitch in the system,ps2,2003,Shooter,Vivendi Games,0.35,81.0,28.0,8.9,17.0
metal arms: glitch in the system,xb,2003,Shooter,Vivendi Games,0.17,82.0,35.0,8.7,15.0
metal dungeon,xb,2002,Role-Playing,Xicat Interactive,0.03,44.0,14.0,7.2,5.0
metal fight beyblade,ds,2009,Action,Hudson Soft,0.09,,,,
metal fight beyblade portable: chouzetsu tensei vulcan horses,psp,2010,Action,Takara Tomy,0.02,,,,
metal fight beyblade: bakugami susanoh shuurai!,ds,2010,Action,Hudson Soft,0.05,,,,
metal fight beyblade: choujou kessen! big bang bladers,ds,2010,Action,Hudson Soft,0.02,,,,
metal gear ac!d,psp,2004,Strategy,Konami Digital Entertainment,0.87,,,,
metal gear ac!d 2,psp,2005,Strategy,Konami Digital Entertainment,0.18,,,,
metal gear rising: revengeance,ps3,2013,Action,Konami Digital Entertainment,1.42,80.0,61.0,7.9,746.0
metal gear rising: revengeance,x360,2013,Action,Konami Digital Entertainment,0.48,82.0,46.0,7.8,358.0
metal gear solid,gb,2000,Action,Konami Digital Entertainment,0.07,,,,
metal gear solid,ps,1998,Action,Konami Digital Entertainment,6.03,94.0,20.0,9.4,918.0
metal gear solid 2: sons of liberty,ps2,2001,Action,Konami Digital Entertainment,6.05,96.0,42.0,8.7,1026.0
metal gear solid 2: substance,ps2,2002,Action,Konami Digital Entertainment,0.52,87.0,17.0,9,126.0
metal gear solid 2: substance,xb,,Action,Konami Digital Entertainment,0.62,87.0,28.0,8.5,39.0
metal gear solid 3: snake eater,ps2,2004,Action,Konami Digital Entertainment,4.23,91.0,68.0,9.3,955.0
metal gear solid 3: subsistence,ps2,2005,Action,Konami Digital Entertainment,0.55,94.0,53.0,9.3,439.0
metal gear solid 4: guns of the patriots,ps3,2008,Action,Konami Digital Entertainment,5.99,94.0,82.0,8.7,3558.0
metal gear solid hd edition,ps3,2011,Action,Konami Digital Entertainment,0.1,,,,
metal gear solid hd edition,psv,2012,Action,Konami Digital Entertainment,0.39,,,,
metal gear solid hd edition,x360,2011,Action,Konami Digital Entertainment,0.01,,,tbd,
metal gear solid integral,ps,1999,Adventure,Konami Digital Entertainment,0.11,,,,
metal gear solid v: ground zeroes,pc,2014,Action,Konami Digital Entertainment,0.01,80.0,20.0,7.6,412.0
metal gear solid v: ground zeroes,ps3,2014,Action,Konami Digital Entertainment,0.59,66.0,5.0,5.9,242.0
metal gear solid v: ground zeroes,ps4,2014,Action,Konami Digital Entertainment,1.27,75.0,70.0,6.2,1311.0
metal gear solid v: ground zeroes,x360,2014,Action,Konami Digital Entertainment,0.14,,,5.7,148.0
metal gear solid v: ground zeroes,xone,2014,Action,Konami Digital Entertainment,0.29,76.0,13.0,5.4,348.0
metal gear solid v: the definitive experience,ps4,2016,Action,Konami Digital Entertainment,0.04,,,7.8,11.0
metal gear solid v: the definitive experience,xone,2016,Action,Konami Digital Entertainment,0.01,,,tbd,
metal gear solid v: the phantom pain,pc,2015,Action,Konami Digital Entertainment,0.08,91.0,13.0,7.7,1963.0
metal gear solid v: the phantom pain,ps3,2015,Action,Konami Digital Entertainment,0.64,,,7.2,168.0
metal gear solid v: the phantom pain,ps4,2015,Action,Konami Digital Entertainment,3.41,93.0,86.0,8.2,3943.0
metal gear solid v: the phantom pain,x360,2015,Action,Konami Digital Entertainment,0.18,,,7.2,159.0
metal gear solid v: the phantom pain,xone,2015,Action,Konami Digital Entertainment,0.75,95.0,10.0,7.3,900.0
metal gear solid vr missions,ps,1999,Adventure,Konami Digital Entertainment,1.18,,,,
metal gear solid: digital graphic novel,psp,2006,Misc,Konami Digital Entertainment,0.04,78.0,22.0,7.2,21.0
metal gear solid: peace walker,psp,2010,Action,Konami Digital Entertainment,2.06,89.0,66.0,8.9,443.0
metal gear solid: peace walker hd edition,ps3,2011,Action,Konami Digital Entertainment,0.15,,,8,60.0
metal gear solid: portable ops,psp,2006,Action,Konami Digital Entertainment,1.18,87.0,54.0,8.2,147.0
metal gear solid: portable ops plus,psp,2007,Action,Konami Digital Entertainment,0.69,65.0,19.0,7.5,27.0
metal gear solid: snake eater 3d,3ds,2012,Action,Konami Digital Entertainment,0.38,78.0,46.0,7.8,167.0
metal gear solid: social ops,ps2,2002,Action,Konami Digital Entertainment,0.06,,,,
metal gear solid: the essential collection,ps2,2007,Adventure,Konami Digital Entertainment,0.46,,,8.9,9.0
metal gear solid: the essential collection (jp sales),ps2,2007,Adventure,Konami Digital Entertainment,0.03,,,,
metal gear solid: the legacy collection,ps3,2013,Adventure,Konami Digital Entertainment,0.4,93.0,4.0,9,255.0
metal gear solid: the twin snakes,gc,2004,Action,Konami Digital Entertainment,0.47,85.0,54.0,9,142.0
metal max 2 reloaded,ds,2011,Role-Playing,Unknown,0.05,,,,
metal max 3,ds,2010,Role-Playing,Enterbrain,0.13,,,,
metal max 4: gekkou no diva,3ds,2013,Role-Playing,Kadokawa Shoten,0.06,,,,
metal max returns,snes,1995,Role-Playing,Data East,0.04,,,,
metal saga,ps2,2005,Role-Playing,Success,0.03,62.0,26.0,7.3,9.0
metal saga: hagane no kisetsu,ds,2006,Role-Playing,Success,0.03,,,,
metal slug 3,xb,2004,Shooter,Ignition Entertainment,0.1,76.0,56.0,5.1,15.0
metal slug 4 & 5,ps2,2005,Shooter,SNK Playmore,0.11,,,,
metal slug 4 & 5,xb,2005,Shooter,SNK Playmore,0.04,,,,
metal slug 7,ds,2008,Shooter,Ignition Entertainment,0.14,70.0,38.0,7.4,13.0
metal slug advance,gba,2004,Shooter,Ignition Entertainment,0.08,79.0,32.0,8.3,14.0
metal slug anthology,ps2,2007,Shooter,Ignition Entertainment,0.01,80.0,20.0,8.1,16.0
metal slug anthology,psp,2007,Shooter,Ignition Entertainment,0.05,78.0,26.0,7.4,25.0
metal slug anthology,wii,2006,Shooter,Ignition Entertainment,0.14,73.0,38.0,8,22.0
metal slug x,ps,2001,Shooter,Virgin Interactive,0.09,85.0,9.0,8.8,31.0
metal slug xx,psp,2009,Shooter,DHM Interactive,0.04,67.0,22.0,6.1,9.0
meteos,ds,2005,Puzzle,Nintendo,0.23,88.0,49.0,7.5,164.0
meteos: disney magic,ds,2007,Puzzle,Disney Interactive Studios,0.04,74.0,36.0,6.6,5.0
metro 2033,pc,2010,Shooter,THQ,0.24,81.0,40.0,8.1,1472.0
metro 2033,x360,2010,Shooter,THQ,0.54,77.0,83.0,7.9,351.0
metro: last light,pc,2013,Action,Deep Silver,0.19,82.0,71.0,8.6,2654.0
metro: last light,ps3,2013,Action,Deep Silver,0.42,80.0,23.0,8.2,508.0
metro: last light,ps4,2014,Action,Deep Silver,0.66,,,,
metro: last light,x360,2013,Action,Deep Silver,0.35,80.0,20.0,8.4,440.0
metro: last light,xone,2014,Action,Deep Silver,0.31,,,,
metroid,nes,1986,Action,Nintendo,2.73,,,,
metroid fusion,gba,2002,Action,Nintendo,1.68,92.0,44.0,9.1,200.0
metroid ii: return of samus,gb,1991,Adventure,Nintendo,1.76,,,,
metroid prime,gc,2002,Shooter,Nintendo,2.82,97.0,70.0,9.3,747.0
metroid prime 2: echoes,gc,2004,Shooter,Nintendo,1.33,92.0,60.0,8.8,279.0
metroid prime 3: corruption,wii,2007,Shooter,Nintendo,1.79,90.0,62.0,8.9,491.0
metroid prime hunters,ds,2006,Shooter,Nintendo,0.76,85.0,54.0,8,188.0
metroid prime pinball,ds,2005,Misc,Nintendo,0.25,79.0,51.0,7.9,32.0
metroid prime: federation force,3ds,2016,Action,Nintendo,0.05,64.0,56.0,5.1,219.0
metroid prime: trilogy,wii,2009,Shooter,Nintendo,0.61,91.0,48.0,9.3,316.0
metroid: other m,wii,2010,Action,Nintendo,1.34,79.0,71.0,6.5,482.0
metroid: zero mission,gba,2004,Adventure,Nintendo,0.84,89.0,50.0,9,132.0
metropolismania,ps2,2001,Strategy,Natsume,0.09,63.0,5.0,7.1,16.0
mezase!! tsuri master ds,ds,2009,Sports,Hudson Soft,0.01,,,,
mia hamm soccer 64,n64,2000,Sports,THQ,0.07,,,,
miami law,ds,2009,Adventure,Konami Digital Entertainment,0.1,56.0,14.0,8.8,4.0
miami nights: singles in the city,ds,2008,Simulation,Ubisoft,0.08,48.0,6.0,7.1,7.0
miami vice: the game,psp,2006,Shooter,Activision,0.06,63.0,36.0,7,12.0
michael jackson: the experience,ds,2010,Misc,Ubisoft,0.25,64.0,5.0,6.6,5.0
michael jackson: the experience,ps3,2011,Misc,Ubisoft,0.52,66.0,11.0,8.4,16.0
michael jackson: the experience,psp,2010,Misc,Ubisoft,0.15,,,6.2,6.0
michael jackson: the experience,psv,2011,Misc,Ubisoft,0.09,57.0,27.0,5.8,19.0
michael jackson: the experience,wii,2010,Misc,Ubisoft,4.36,56.0,37.0,8.3,31.0
michael jackson: the experience,x360,2011,Misc,Ubisoft,0.87,63.0,31.0,6.8,29.0
michael jackson: the experience 3d,3ds,2011,Misc,Ubisoft,0.17,,,,
michael phelps: push the limit,x360,2011,Sports,505 Games,0.11,48.0,10.0,3.5,6.0
mickey's speedway usa,n64,2000,Racing,Nintendo,0.6,,,,
mickey's speedway usa (weekly jp sales),n64,2000,Racing,Nintendo,0.1,,,,
micro machines,ps2,2002,Racing,Atari,0.14,54.0,6.0,tbd,
micro machines 64 turbo,n64,1999,Racing,Codemasters,0.14,,,,
micro machines v3,ps,1997,Racing,Codemasters,0.1,,,,
micro machines v4,ps2,2006,Racing,Codemasters,0.01,64.0,35.0,6.8,8.0
micro machines v4,psp,2006,Racing,Codemasters,0.02,61.0,18.0,tbd,
microsoft flight simulator,pc,1996,Simulation,Microsoft Game Studios,5.12,,,,
microsoft flight simulator 2004: a century of flight,pc,2003,Simulation,Microsoft Game Studios,0.07,88.0,22.0,8.2,49.0
microsoft flight simulator x,pc,2006,Simulation,Microsoft Game Studios,0.43,80.0,28.0,7.6,95.0
microsoft flight simulator x acceleration expansion pack,pc,2007,Simulation,Microsoft Game Studios,0.05,,,,
microsoft train simulator,pc,2001,Simulation,Microsoft Game Studios,0.05,84.0,16.0,8.4,21.0
middle-earth: shadow of mordor,pc,2014,Action,Warner Bros. Interactive Entertainment,0.35,84.0,17.0,8,1671.0
middle-earth: shadow of mordor,ps3,2014,Action,Warner Bros. Interactive Entertainment,0.56,,,3.4,100.0
middle-earth: shadow of mordor,ps4,2014,Action,Warner Bros. Interactive Entertainment,2.96,84.0,85.0,8.1,1886.0
middle-earth: shadow of mordor,x360,2014,Action,Warner Bros. Interactive Entertainment,0.49,,,4.6,77.0
middle-earth: shadow of mordor,xone,2014,Action,Warner Bros. Interactive Entertainment,1.35,87.0,12.0,8,585.0
midnight club 3: dub edition,psp,2005,Racing,Take-Two Interactive,3.65,74.0,34.0,8.4,31.0
midnight club 3: dub edition,xb,2005,Racing,Take-Two Interactive,0.74,84.0,53.0,7.4,40.0
midnight club 3: dub edition (america weekly sales),ps2,2005,Racing,Take-Two Interactive,1.29,,,,
midnight club 3: dub edition remix,ps2,2006,Racing,Take-Two Interactive,1.16,85.0,19.0,8.9,53.0
midnight club 3: dub edition remix,xb,2006,Racing,Take-Two Interactive,0.2,87.0,16.0,5.3,18.0
midnight club ii,ps2,2003,Racing,Take-Two Interactive,1.78,85.0,41.0,8.5,47.0
midnight club ii,xb,2003,Racing,Take-Two Interactive,0.5,86.0,33.0,7.6,12.0
midnight club: la remix,psp,2008,Racing,Take-Two Interactive,0.98,79.0,26.0,8.7,43.0
midnight club: los angeles,ps3,2008,Racing,Take-Two Interactive,2.45,82.0,50.0,8.2,100.0
midnight club: los angeles,x360,2008,Racing,Take-Two Interactive,2.35,81.0,66.0,8.5,142.0
midnight club: street racing,gba,2001,Racing,Rebellion,0.48,50.0,5.0,5.3,6.0
midnight club: street racing,ps2,2000,Racing,Take-Two Interactive,2.63,78.0,18.0,7.8,21.0
midnight magic,2600,1983,Action,Atari,0.5,,,,
midnight mysteries: the edgar allan poe conspiracy,ds,2010,Adventure,Foreign Media Games,0.12,55.0,4.0,tbd,
midnight mysteries: the edgar allan poe conspiracy,pc,2009,Adventure,GSP,0.03,,,tbd,
midnight play! pack,ds,2008,Misc,Ubisoft,0.08,,,,
midtown madness 3,xb,2003,Racing,Microsoft Game Studios,0.3,76.0,41.0,8.3,30.0
midway arcade treasures,gc,2003,Misc,Midway Games,0.17,72.0,11.0,8.2,5.0
midway arcade treasures,ps2,2003,Misc,Midway Games,1.46,76.0,22.0,tbd,
midway arcade treasures,xb,2003,Misc,Midway Games,0.43,74.0,22.0,tbd,
midway arcade treasures 2,gc,2004,Misc,Midway Games,0.16,74.0,21.0,tbd,
midway arcade treasures 2,ps2,2004,Misc,Midway Games,0.68,74.0,28.0,tbd,
midway arcade treasures 2,xb,2004,Misc,Midway Games,0.31,74.0,38.0,7.4,7.0
midway arcade treasures 3,gc,2005,Misc,Midway Games,0.07,65.0,16.0,tbd,
midway arcade treasures 3,ps2,2005,Misc,Midway Games,0.16,67.0,23.0,tbd,
midway arcade treasures 3,xb,2005,Misc,Midway Games,0.08,68.0,29.0,tbd,
midway arcade treasures: extended play,psp,2005,Misc,Midway Games,0.24,63.0,24.0,7.8,8.0
midway presents arcade's greatest hits: the atari collection 1,ps,1996,Misc,GT Interactive,0.94,,,,
midway's greatest arcade hits,gba,2001,Misc,Midway Games,0.25,48.0,9.0,tbd,
midway's greatest arcade hits volume 1,n64,2000,Misc,Midway Games,0.24,,,,
might & magic heroes vi,pc,2011,Role-Playing,Ubisoft,0.32,,,,
might & magic heroes vii,pc,2015,Strategy,Ubisoft,0.09,,,,
might & magic x: legacy,pc,2014,Role-Playing,Ubisoft,0.03,,,,
might & magic: clash of heroes,ds,2009,Role-Playing,Ubisoft,0.18,,,,
mighty beanz: pocket puzzles,gba,2004,Puzzle,Majesco Entertainment,0.06,37.0,6.0,tbd,
mighty no. 9,ps4,2016,Platform,Deep Silver,0.05,52.0,64.0,3.5,282.0
mighty no. 9,wiiu,2016,Platform,Deep Silver,0.03,48.0,9.0,4.6,78.0
mighty no. 9,xone,2016,Platform,Deep Silver,0.02,55.0,13.0,4.2,94.0
mike piazza's strike zone,n64,1998,Sports,GT Interactive,0.06,,,,
mike tyson boxing,gba,2002,Sports,Ubisoft,0.04,44.0,8.0,tbd,
mike tyson heavyweight boxing,xb,2002,Sports,Codemasters,0.05,37.0,13.0,tbd,
mike tyson's punch-out!!,nes,1987,Fighting,Nintendo,3.02,,,,
military history: commander - europe at war,ds,2009,Strategy,Slitherine Software,0.01,,,,
military history: commander - europe at war,psp,2009,Strategy,Slitherine Software,0.02,,,,
million god,ps2,2002,Misc,Nippon Amuse,0.09,,,,
millipede,2600,1983,Shooter,Atari,0.48,,,,
millipede / super breakout / lunar lander,gba,2005,Misc,Zoo Digital Publishing,0.04,,,tbd,
milo's astro lanes,n64,1998,Sports,Interplay,0.1,,,,
mimana iyar chronicle,psp,2009,Role-Playing,GungHo,0.09,45.0,6.0,5.8,8.0
mind over matter,ds,2010,Puzzle,505 Games,0.02,,,,
mind quiz,psp,2006,Action,Ubisoft,0.09,,,tbd,
mind quiz: your brain coach,ds,2006,Misc,Ubisoft,0.08,,,tbd,
mind your language: learn english! / french! / german! / spanish! /japanese!,ds,2009,Misc,PlayV,0.02,,,,
mind zero,psv,2013,Role-Playing,GungHo,0.1,59.0,13.0,6,72.0
mindjack,ps3,2011,Shooter,Square Enix,0.18,44.0,31.0,1.7,46.0
mindjack,x360,2011,Shooter,Square Enix,0.09,43.0,42.0,1.2,116.0
minds and mystery: 5 game pack,pc,2014,Action,Focus Multimedia,0.01,,,,
minecraft,ps3,2014,Misc,Sony Computer Entertainment,5.26,,,,
minecraft,ps4,2014,Misc,Sony Computer Entertainment Europe,4.32,,,,
minecraft,psv,2014,Misc,Sony Computer Entertainment Europe,1.96,,,,
minecraft,wiiu,2016,Misc,Microsoft Game Studios,0.68,,,,
minecraft,x360,2013,Misc,Microsoft Game Studios,9.18,,,,
minecraft,xone,2014,Misc,Microsoft Game Studios,2.76,,,,
minecraft: story mode,pc,2015,Adventure,Mojang,0.09,,,,
minecraft: story mode,ps3,2015,Adventure,Mojang,0.69,,,,
minecraft: story mode,ps4,2015,Adventure,Mojang,0.69,,,,
minecraft: story mode,x360,2015,Adventure,Mojang,0.88,,,,
minecraft: story mode,xone,2015,Adventure,Mojang,0.56,,,,
mini desktop racing,wii,2007,Racing,Popcorn Arcade,0.01,,,,
mini ninjas,ds,2009,Action,Eidos Interactive,0.34,61.0,10.0,5.8,4.0
mini ninjas,pc,2009,Action,Eidos Interactive,0.02,74.0,14.0,8.3,78.0
mini ninjas,ps3,2009,Action,Eidos Interactive,0.34,73.0,37.0,8.7,62.0
mini ninjas,wii,2009,Action,Eidos Interactive,0.37,79.0,9.0,8.3,12.0
mini ninjas,x360,2009,Action,Eidos Interactive,0.29,73.0,44.0,8.4,38.0
mini-yonku gb: let's & go!!,gb,1997,Strategy,ASCII Entertainment,0.37,,,,
mini-yonku shining scorpion: let's & go!!,snes,1996,Racing,ASCII Entertainment,0.9,,,,
minicopter: adventure flight,wii,2007,Simulation,505 Games,0.05,,,tbd,
minna de dokusho: keatai shousetsu desu,psp,2008,Misc,Dorart,0.02,,,,
"minna de jibun no setsumeisho: b-kata, a-kata, ab-kata, o-kata",ds,2008,Misc,GungHo,0.04,,,,
minna ga shuyaku no nhk kouhaku quiz kassen,wii,2009,Misc,Nintendo,0.04,,,,
minna no chizu,psp,2006,Misc,Zenrin,0.04,,,,
minna no chizu 2,psp,2007,Misc,Zenrin,0.02,,,,
minna no conveni,ds,2010,Simulation,Taito,0.01,,,,
minna no ds seminar: kanpeki eitango ryoku,ds,2006,Misc,TDK Core,0.06,,,,
minna no ds seminar: kanpeki kanji ryoku,ds,2006,Misc,TDK Core,0.16,,,,
minna no ennichi,3ds,2012,Action,Namco Bandai Games,0.05,,,,
minna no golf jou vol.1,psp,2007,Sports,Sony Computer Entertainment,0.03,,,,
minna no joushiki ryoku tv,wii,2008,Misc,Nintendo,0.08,,,,
minna no sukkiri,psp,2009,Sports,Sony Computer Entertainment,0.06,,,,
minna to issho,psv,2011,Misc,Sony Computer Entertainment,0.02,,,,
minna to kimi no piramekino!,ds,2010,Misc,Namco Bandai Games,0.05,,,,
minority report: everybody runs,gba,2002,Action,Activision,0.04,54.0,8.0,tbd,
minority report: everybody runs,gc,2002,Action,Activision,0.1,53.0,19.0,tbd,
minority report: everybody runs,ps2,2002,Action,Activision,0.41,50.0,26.0,5,14.0
minority report: everybody runs,xb,2002,Action,Activision,0.1,54.0,18.0,5,4.0
minute to win it,ds,2010,Misc,Zoo Games,0.11,,,tbd,
minute to win it,wii,2010,Misc,Zoo Games,0.25,,,3,4.0
minute to win it,x360,2011,Misc,Zoo Games,0.32,,,tbd,
miracle girls festival,psv,2015,Misc,Sega,0.06,,,,
mirror's edge,pc,2009,Platform,Electronic Arts,0.06,81.0,44.0,8.1,1026.0
mirror's edge,ps3,2008,Platform,Electronic Arts,1.13,79.0,66.0,7.8,362.0
mirror's edge,x360,2008,Platform,Electronic Arts,1.16,79.0,82.0,7.6,328.0
mirror's edge catalyst,pc,2016,Platform,Electronic Arts,0.06,74.0,24.0,4.4,606.0
mirror's edge catalyst,ps4,2016,Platform,Electronic Arts,0.35,69.0,50.0,4.7,578.0
mirror's edge catalyst,xone,2016,Platform,Electronic Arts,0.16,72.0,46.0,4.4,266.0
mischief makers,n64,1997,Platform,Nintendo,0.43,,,,
misshitsu no sacrifice,psp,2010,Adventure,D3Publisher,0.02,,,,
missile command,2600,1980,Shooter,Atari,2.76,,,,
missile command,ps,1999,Shooter,Atari,0.45,,,,
mission runway,ds,2008,Simulation,Eidos Interactive,0.08,,,tbd,
mission: impossible,n64,1997,Action,Ocean,1.17,,,,
mission: impossible,ps,1999,Action,Infogrames,0.52,,,,
mission: impossible - operation surma,gba,2003,Platform,Atari,0.04,42.0,16.0,tbd,
mission: impossible - operation surma,gc,2004,Platform,Atari,0.02,64.0,9.0,tbd,
mission: impossible - operation surma,ps2,2003,Platform,Atari,0.28,64.0,30.0,7.8,10.0
mission: impossible - operation surma,xb,2003,Platform,Atari,0.13,67.0,27.0,6.8,4.0
mister mosquito,ps2,2001,Shooter,Eidos Interactive,0.28,65.0,23.0,4.9,11.0
mister slime,ds,2008,Action,SouthPeak Games,0.05,59.0,12.0,tbd,
mitsukete! keroro gunsou: machigai sagashi daisakusen de arimasu!,ds,2007,Action,Namco Bandai Games,0.06,,,,
miyako,psp,2010,Adventure,Idea Factory,0.02,,,,
miyako: awayuki no utage,psp,2012,Action,Idea Factory,0.01,,,,
mlb,psp,2005,Sports,Sony Computer Entertainment,0.24,80.0,26.0,7.9,18.0
mlb 06: the show,ps2,2006,Sports,Sony Computer Entertainment,0.94,83.0,30.0,8.9,31.0
mlb 06: the show,psp,2006,Sports,Sony Computer Entertainment,0.35,83.0,30.0,8.5,32.0
mlb 07: the show,ps2,2007,Sports,Sony Computer Entertainment,0.93,83.0,25.0,8.6,19.0
mlb 07: the show,ps3,2007,Sports,Sony Computer Entertainment,0.31,77.0,30.0,7.5,17.0
mlb 07: the show,psp,2007,Sports,Sony Computer Entertainment,0.28,82.0,12.0,7.2,10.0
mlb 08: the show,ps2,2008,Sports,Sony Computer Entertainment,0.42,84.0,12.0,7.3,7.0
mlb 08: the show,ps3,2008,Sports,Sony Computer Entertainment,0.7,85.0,33.0,8.7,76.0
mlb 08: the show,psp,2008,Sports,Sony Computer Entertainment,0.33,83.0,14.0,8.4,12.0
mlb 09: the show,ps2,2009,Sports,Sony Computer Entertainment,0.33,79.0,7.0,7.5,12.0
mlb 09: the show,ps3,2009,Sports,Sony Computer Entertainment,0.72,90.0,27.0,8.1,61.0
mlb 09: the show,psp,2009,Sports,Sony Computer Entertainment,0.26,78.0,12.0,6.9,7.0
mlb 10: the show,ps2,2010,Sports,Sony Computer Entertainment,0.41,,,tbd,
mlb 10: the show,ps3,2010,Sports,Sony Computer Entertainment,0.72,91.0,33.0,8.3,107.0
mlb 10: the show,psp,2010,Sports,Sony Computer Entertainment,0.21,79.0,11.0,6.6,8.0
mlb 11: the show,ps2,2011,Sports,Sony Computer Entertainment,0.13,,,6.2,6.0
mlb 11: the show,ps3,2011,Sports,Sony Computer Entertainment,0.58,90.0,30.0,7.8,87.0
mlb 11: the show,psp,2011,Sports,Sony Computer Entertainment,0.17,77.0,9.0,6,5.0
mlb 12: the show,ps3,2012,Sports,Sony Computer Entertainment,0.92,87.0,23.0,7.5,75.0
mlb 12: the show,psv,2012,Sports,Sony Computer Entertainment,0.19,76.0,15.0,7.8,42.0
mlb 13: the show,ps3,2013,Sports,Sony Computer Entertainment,0.74,87.0,36.0,7.8,114.0
mlb 13: the show,psv,2013,Sports,Sony Computer Entertainment,0.11,75.0,7.0,7.5,21.0
mlb 14: the show,ps3,2014,Sports,Sony Computer Entertainment America,0.43,81.0,26.0,6.8,79.0
mlb 14: the show,ps4,2014,Sports,Sony Computer Entertainment America,0.72,83.0,17.0,7.7,205.0
mlb 14: the show,psv,2014,Sports,Sony Computer Entertainment America,0.11,68.0,6.0,7,25.0
mlb 15: the show,ps3,2015,Sports,Sony Computer Entertainment,0.39,,,8.2,6.0
mlb 15: the show,ps4,2015,Sports,Sony Computer Entertainment,0.92,80.0,44.0,7.8,190.0
mlb 15: the show,psv,2015,Sports,Sony Computer Entertainment,0.01,,,8.8,5.0
mlb 16: the show,ps3,2016,Action,Sony Computer Entertainment,0.19,,,,
mlb 16: the show,ps4,2016,Action,Sony Computer Entertainment,0.89,,,,
mlb 2000,ps,1999,Sports,Sony Computer Entertainment,0.94,,,,
mlb 2001,ps,2000,Sports,Sony Computer Entertainment,0.89,,,,
mlb 2002,ps,2001,Sports,Sony Computer Entertainment,0.43,76.0,5.0,8.1,8.0
mlb 2004,ps2,2003,Sports,Sony Computer Entertainment,0.66,61.0,21.0,7.9,9.0
mlb 2005,ps2,2004,Sports,Sony Computer Entertainment,0.9,78.0,36.0,7.6,9.0
mlb 2006,ps2,2005,Sports,Sony Computer Entertainment,0.4,81.0,32.0,9,21.0
mlb 2k12 / nba 2k12 combo pack,x360,2012,Sports,Take-Two Interactive,0.04,,,,
mlb 2k9 fantasy all-stars,ds,2009,Sports,Take-Two Interactive,0.09,,,tbd,
mlb 99,ps,1998,Sports,Sony Computer Entertainment,0.86,,,,
mlb front office manager,ps3,2009,Sports,Take-Two Interactive,0.08,49.0,8.0,6.5,8.0
mlb front office manager,x360,2009,Sports,Take-Two Interactive,0.07,47.0,13.0,4.6,10.0
mlb inside pitch 2003,xb,2003,Sports,Microsoft Game Studios,0.12,,,,
mlb pennant race,ps,1996,Sports,Sony Computer Entertainment,0.29,,,,
mlb power pros,ps2,2007,Sports,Konami Digital Entertainment,0.11,80.0,10.0,8.8,11.0
mlb power pros,wii,2007,Sports,Konami Digital Entertainment,0.29,83.0,12.0,8.4,45.0
mlb power pros 2008,ds,2008,Sports,Take-Two Interactive,0.06,70.0,7.0,tbd,
mlb power pros 2008,ps2,2008,Sports,Konami Digital Entertainment,0.15,67.0,9.0,8.5,8.0
mlb power pros 2008,wii,2008,Sports,Konami Digital Entertainment,0.13,79.0,16.0,8.7,21.0
mlb slugfest 20-03,gc,2002,Sports,Midway Games,0.15,80.0,10.0,7.5,4.0
mlb slugfest 20-03,ps2,,Sports,Unknown,0.83,77.0,25.0,8.2,6.0
mlb slugfest 20-03,xb,2002,Sports,Midway Games,0.2,79.0,9.0,7.8,5.0
mlb slugfest 20-04,gc,2003,Sports,Midway Games,0.04,76.0,14.0,tbd,
mlb slugfest 20-04,ps2,2003,Sports,Midway Games,0.53,78.0,23.0,8.3,8.0
mlb slugfest 20-04,xb,2003,Sports,Midway Games,0.09,76.0,16.0,tbd,
mlb slugfest 2006,ps2,2006,Sports,Midway Games,0.26,56.0,11.0,7.5,10.0
mlb slugfest 2006,xb,2006,Sports,Midway Games,0.05,59.0,15.0,tbd,
mlb slugfest loaded,ps2,2004,Sports,Midway Games,0.3,77.0,30.0,9.5,4.0
mlb slugfest loaded,xb,2004,Sports,Midway Games,0.09,77.0,34.0,tbd,
mlb superstars,wii,2008,Sports,Take-Two Interactive,0.09,,,tbd,
mobil 1 rally championship,ps,2000,Racing,Electronic Arts,0.12,,,,
mobile light force 2,ps2,2002,Shooter,Taito,0.11,59.0,9.0,tbd,
mobile ops: the one year war,x360,,Simulation,Namco Bandai Games,0.06,,,,
mobile suit gundam,ps,1995,Action,Namco Bandai Games,0.45,,,,
mobile suit gundam,sat,1995,Action,Namco Bandai Games,0.41,,,,
mobile suit gundam 00: gundam meisters,ps2,2008,Action,Namco Bandai Games,0.06,,,,
mobile suit gundam age: universe accel / cosmic drive,psp,2012,Action,Namco Bandai Games,0.11,,,,
